City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,vadso,70.0744,29.7487,8.09,81,100,4.63,NO,1692497686
369,saposoa,-6.934,-76.7716,25.98,58,72,1.27,PE,1692497687
370,mokhsogollokh,61.4681,128.9203,14.64,92,100,2.72,RU,1692497687
371,inongo,-1.95,18.2667,20.72,91,82,2.76,CD,1692497687
372,al harithah,30.7186,47.7208,36.4,13,0,2.88,IQ,1692497687
373,quixada,-4.9714,-39.0153,22.3,93,4,2.29,BR,1692497688
374,kargasok,59.0556,80.8572,14.03,81,94,1.88,RU,1692497688
375,titao,13.7667,-2.0667,28.17,64,98,5.72,BF,1692497688
376,filadelfia,39.9523,-75.1638,21.94,66,0,2.57,US,1692497688
377,baidoa,3.1138,43.6498,20.84,83,87,4.54,SO,1692497689
378,ribeira brava,32.65,-17.0667,25.95,80,99,1.86,PT,1692497689
379,sandakan,5.8402,118.1179,29.82,74,20,1.54,MY,1692497690
380,city of balikpapan,-1.242,116.8942,28.97,79,40,4.12,ID,1692497690
381,roma,43.2128,-75.4557,17.71,84,0,1.54,US,1692497536
382,aral,40.5156,81.2636,29.73,18,51,3.05,CN,1692497690
383,nar'yan-mar,67.6713,53.087,5.86,93,100,7.42,RU,1692497690
384,remire-montjoly,4.9167,-52.2667,26.02,83,0,1.03,GF,1692497691
385,kristiansund,63.1115,7.732,20.36,56,100,1.54,NO,1692497691
386,fort st. john,56.2499,-120.8529,20.94,32,20,3.09,CA,1692497691
387,siracusa,37.0881,15.2792,23.77,64,0,1.84,IT,1692497691
388,port macquarie,-31.4333,152.9167,20.5,51,0,2.97,AU,1692497438
389,praia da vitoria,38.7333,-27.0667,20.98,88,0,1.76,PT,1692497692
390,puerto armuelles,8.2833,-82.8667,27.27,87,100,3.58,PA,1692497692
391,ilha solteira,-20.4328,-51.3425,20.21,84,99,2.13,BR,1692497692
392,vorkuta,67.5,64.0,5.69,89,64,3.43,RU,1692497693
393,huarmey,-10.0681,-78.1522,20.03,78,88,3.87,PE,1692497693
394,tarlungeni,45.6333,25.75,21.29,93,6,0.8,RO,1692497693
395,saint-pierre,-21.3393,55.4781,19.82,60,0,3.6,RE,1692497693
396,zunyi,27.6867,106.9072,26.11,76,100,1.48,CN,1692497689
397,vilhena,-12.7406,-60.1458,23.69,54,23,1.66,BR,1692497644
398,ad dilam,23.9915,47.1627,33.23,21,29,2.06,SA,1692497694
399,maitum,6.0392,124.4986,28.57,71,100,1.84,PH,1692497694
400,taikang,46.8333,124.4167,25.2,60,20,6.03,CN,1692497694
401,temiskaming shores,47.4938,-79.7153,18.64,70,50,4.29,CA,1692497428
402,launceston,-41.45,147.1667,15.8,63,72,6.69,AU,1692497695
403,kapa'a,22.0752,-159.319,30.99,70,40,7.72,US,1692497695
404,campanario,38.8644,-5.6174,24.69,36,79,0.86,ES,1692497696
405,bangui,4.3612,18.555,21.58,97,100,0.84,CF,1692497689
406,valdosta,30.8327,-83.2785,28.95,74,40,2.57,US,1692497187
407,paloncha,17.6,80.6833,24.37,92,89,2.53,IN,1692497696
408,port lincoln,-34.7333,135.8667,15.18,68,100,5.25,AU,1692497696
409,darwin,-12.4611,130.8418,31.05,21,0,7.72,AU,1692497697
410,nicoya,10.1483,-85.452,24.81,91,100,2.57,CR,1692497697
411,dryden,49.7833,-92.7503,21.16,73,75,1.54,CA,1692497698
412,gadzhiyevo,69.2551,33.3362,7.9,84,100,8.17,RU,1692497698
413,xilin hot,43.9667,116.0333,27.62,21,100,9.73,CN,1692497698
414,machico,32.7,-16.7667,25.95,80,20,3.6,PT,1692497699
415,harper,4.375,-7.7169,24.52,89,44,2.84,LR,1692497699
416,pekanbaru,0.5333,101.45,25.1,91,95,1.56,ID,1692497699
417,dawei,14.0833,98.2,27.75,81,100,1.57,MM,1692497700
418,loreto,22.2667,-101.9667,17.24,72,100,7.0,MX,1692497700
419,flying fish cove,-10.4217,105.6791,25.82,83,100,5.66,CX,1692497701
420,misratah,32.3754,15.0925,26.7,69,0,2.63,LY,1692497701
421,ambon,-3.6954,128.1814,26.16,78,51,9.55,ID,1692497702
422,nuku'alofa,-21.1333,-175.2,25.19,83,75,5.66,TO,1692497643
423,summerland,49.5998,-119.6691,23.38,24,100,3.09,CA,1692497703
424,mezokovesd,47.8167,20.5833,22.5,66,7,2.03,HU,1692497704
425,jawf al maqbabah,13.8378,45.8349,27.13,59,100,1.69,YE,1692497705
426,kasongo-lunda,-6.4667,16.8167,23.56,58,100,0.79,CD,1692497706
427,penzance,50.1186,-5.5371,16.38,94,5,4.9,GB,1692497706
428,petropavlovsk-kamchatsky,53.0452,158.6483,24.33,50,20,3.0,RU,1692497707
429,igarka,67.4667,86.5833,14.32,85,100,2.06,RU,1692497708
430,sinop,41.7711,34.8709,18.58,72,0,1.77,TR,1692497410
431,la ceiba,15.7597,-86.7822,25.9,83,40,4.63,HN,1692497709
432,tamanrasset,22.785,5.5228,27.95,24,40,7.72,DZ,1692497710
433,taltal,-25.4,-70.4833,20.97,42,23,0.92,CL,1692497156
434,ruteng,-8.6136,120.4721,22.9,52,12,0.59,ID,1692497711
435,necochea,-38.5473,-58.7368,8.17,79,94,11.94,AR,1692497711
436,kadipur,26.1667,82.3833,29.03,79,90,5.48,IN,1692497712
437,nalut,30.3333,10.85,28.03,21,0,4.13,LY,1692497712
438,arkalyk,50.2486,66.9114,24.24,34,3,1.04,KZ,1692497713
439,byron bay,-28.65,153.6167,20.39,47,0,2.52,AU,1692497568
440,joshua tree,34.1347,-116.3131,23.41,84,100,2.24,US,1692497713
441,portage la prairie,49.9728,-98.2926,16.61,56,25,7.87,CA,1692497714
442,san patricio,28.017,-97.5169,31.05,68,100,5.42,US,1692497714
443,songea,-10.6833,35.65,13.8,65,0,0.78,TZ,1692497715
444,ilgin,38.2792,31.9139,20.91,36,0,0.25,TR,1692497715
445,metapan,14.3333,-89.45,22.8,82,91,2.3,SV,1692497667
446,chorfa,36.3651,4.3264,24.09,43,35,1.17,DZ,1692497716
447,al bayda,32.7627,21.7551,19.77,95,53,2.51,LY,1692497716
448,ha'il,27.5219,41.6907,27.01,29,0,2.06,SA,1692497717
449,puerto deseado,-47.7503,-65.8938,5.05,87,99,3.67,AR,1692497717
450,minas de marcona,-15.2119,-75.1103,13.29,76,52,3.98,PE,1692497718
451,severo-yeniseyskiy,60.3725,93.0408,9.87,83,100,0.98,RU,1692497718
452,north battleford,52.7834,-108.2847,14.11,54,100,3.09,CA,1692497718
453,rongelap,11.1635,166.8941,28.91,76,82,5.71,MH,1692497719
454,lubang,13.8584,120.124,28.58,76,13,6.73,PH,1692497719
455,aitape,-3.1374,142.3475,27.25,73,100,1.21,PG,1692497720
456,castillos,-34.1667,-53.8333,10.3,61,100,6.96,UY,1692497720
457,taulaga,-11.0553,-171.0883,28.19,77,3,8.57,AS,1692497721
458,banff,51.1762,-115.5698,13.21,47,33,3.09,CA,1692497722
459,ancud,-41.8697,-73.8203,9.12,98,100,4.28,CL,1692497722
460,murashi,59.3999,48.9615,8.75,77,100,0.93,RU,1692497724
461,aromashevo,56.8602,68.6375,10.92,74,0,4.0,RU,1692497726
462,galle,6.0367,80.217,27.62,79,46,5.18,LK,1692497715
463,thomaston,32.8882,-84.3266,26.17,71,0,2.06,US,1692497727
464,birjand,32.8663,59.2211,16.26,21,0,2.06,IR,1692497728
465,kirensk,57.7853,108.1119,12.04,97,100,3.17,RU,1692497728
466,leh,34.1667,77.5833,17.19,47,2,2.18,IN,1692497729
467,vrsac,45.1167,21.3036,19.39,100,0,0.0,RS,1692497729
468,yanam,16.7333,82.2167,27.51,75,51,3.49,IN,1692497730
469,new norfolk,-42.7826,147.0587,15.72,61,98,2.68,AU,1692497730
470,boende,-0.2167,20.8667,21.88,96,42,0.72,CD,1692497731
471,awjilah,29.1081,21.2869,24.4,76,0,3.99,LY,1692497731
472,bodo,67.28,14.405,14.87,79,0,7.2,NO,1692497732
473,klodzko,50.4349,16.6614,20.33,77,14,1.75,PL,1692497732
474,gembu,6.7,11.2667,15.62,97,100,0.93,NG,1692497733
475,jaru,-10.4389,-62.4664,27.67,51,16,0.55,BR,1692497733
476,mount pearl,47.5166,-52.7813,15.47,97,100,9.26,CA,1692497733
477,kingston,17.997,-76.7936,30.53,87,20,5.14,JM,1692497720
478,le lavandou,43.137,6.366,28.2,64,0,1.54,FR,1692497734
479,pavlovka,52.6897,47.1405,16.47,74,8,2.87,RU,1692497735
480,al 'aziziyah,32.9058,45.0616,35.92,12,0,2.99,IQ,1692497735
481,vallenar,-28.5708,-70.7581,22.55,20,100,3.0,CL,1692497735
482,griffith,41.5284,-87.4237,25.03,78,0,3.09,US,1692497736
483,bonthe,7.5264,-12.505,24.36,88,87,2.27,SL,1692497736
484,ashgabat,37.95,58.3833,27.92,32,75,6.17,TM,1692497736
485,changping,40.2186,116.2197,29.8,75,58,1.43,CN,1692497736
486,ariquemes,-9.9133,-63.0408,26.56,52,19,0.2,BR,1692497737
487,birao,10.2849,22.7882,19.92,95,50,1.72,CF,1692497737
488,la ronge,55.1001,-105.2842,15.14,63,75,2.57,CA,1692497738
489,manokwari,-0.8667,134.0833,25.71,85,100,2.36,ID,1692497738
490,buta,2.7858,24.73,20.75,100,81,0.85,CD,1692497738
491,slave lake,55.2834,-114.769,15.99,63,0,1.54,CA,1692497739
492,san luis de la loma,17.2706,-100.8939,26.72,88,100,3.4,MX,1692497740
493,todos santos,23.45,-110.2167,26.28,88,100,12.19,MX,1692497740
494,burela de cabo,43.65,-7.4,18.81,91,100,0.71,ES,1692497740
495,bosa,40.2993,8.4983,21.05,70,3,0.98,IT,1692497741
496,dordrecht,51.81,4.6736,18.94,82,0,0.89,NL,1692497504
497,yarkovo,57.4028,67.0786,10.78,71,7,2.6,RU,1692497741
498,madisonville,37.3281,-87.4989,21.64,89,17,3.22,US,1692497741
499,ugoofaaru,5.6667,73.0,27.97,73,2,5.44,MV,1692497742
500,upata,8.0086,-62.3989,24.55,97,100,1.74,VE,1692497742
501,chul'man,56.8479,124.9104,11.88,88,97,2.52,RU,1692497742
502,ardakan,32.31,54.0175,26.08,14,2,2.07,IR,1692497743
503,grand gaube,-20.0064,57.6608,20.77,78,5,0.89,MU,1692497743
504,pangody,65.85,74.4859,7.26,88,100,8.27,RU,1692497743
505,kangding,30.0513,101.9603,17.24,98,100,0.9,CN,1692497744
506,amahai,-3.3333,128.9167,25.49,81,100,6.5,ID,1692497485
507,tobelo,1.7284,128.0095,29.32,64,98,2.43,ID,1692497744
508,mejit,10.2753,170.8646,28.74,73,15,6.33,MH,1692497745
509,acapulco de juarez,16.8634,-99.8901,28.9,84,75,2.06,MX,1692497631
510,hotan,37.0997,79.9269,27.4,19,14,2.15,CN,1692497745
511,visakhapatnam,17.69,83.2093,26.94,89,75,3.6,IN,1692497641
512,kavieng,-2.5744,150.7967,28.55,74,89,6.3,PG,1692497745
513,baoro,5.6667,15.9667,19.68,97,100,0.63,CF,1692497746
514,bakhmach,51.1808,32.7569,19.76,66,0,1.52,UA,1692497746
515,hovd,48.0056,91.6419,15.98,39,0,1.54,MN,1692497746
516,kavaratti,10.5669,72.642,27.82,76,28,5.88,IN,1692497747
517,sansanne-mango,10.3592,0.4708,23.66,91,34,2.09,TG,1692497747
518,broken hill,-31.95,141.4333,17.11,59,0,1.35,AU,1692497526
519,bechar,31.6167,-2.2167,31.18,23,20,2.06,DZ,1692497747
520,colchani,-20.3,-66.9333,2.83,29,1,3.2,BO,1692497748
521,tralee,52.2704,-9.7026,12.59,96,78,2.68,IE,1692497748
522,khash,28.2211,61.2158,22.82,13,1,0.86,IR,1692497748
523,axim,4.8699,-2.2405,23.76,89,100,1.1,GH,1692497748
524,puente alto,-33.6167,-70.5833,12.36,90,100,1.65,CL,1692497749
525,veraval,20.9,70.3667,26.33,83,100,6.29,IN,1692497749
526,dzuunharaa,48.8523,106.4579,15.53,73,93,1.53,MN,1692497750
527,yushu,44.8,126.5333,24.23,77,0,2.12,CN,1692497750
528,flin flon,54.7682,-101.865,14.01,55,100,2.73,CA,1692497718
529,kharp,66.8014,65.8081,8.27,75,65,1.42,RU,1692497751
530,daru,-9.0763,143.2092,25.81,62,99,7.26,PG,1692497751
531,kidal,18.4411,1.4078,33.3,31,57,4.09,ML,1692497752
532,terenozek,45.05,64.9833,26.37,22,40,2.6,KZ,1692497752
533,fauske,67.2588,15.3918,14.87,75,5,3.89,NO,1692497752
534,mwene-ditu,-7.0,23.45,21.99,39,50,1.94,CD,1692497753
535,saldanha,-33.0117,17.9442,11.29,93,0,3.68,ZA,1692497753
536,port-cartier,50.0334,-66.8654,16.12,99,83,0.28,CA,1692497753
537,baglung,28.2719,83.5898,23.44,96,93,1.1,NP,1692497754
538,westport,41.1415,-73.3579,22.9,71,0,1.54,US,1692497754
539,kayangel,8.0823,134.7173,26.03,85,100,5.01,PW,1692497755
540,puerto leguizamo,-0.1934,-74.7819,26.71,76,96,0.48,CO,1692497755
541,mazatlan,23.2167,-106.4167,29.98,66,75,4.12,MX,1692497668
542,quezon,7.7303,125.0989,26.65,78,89,1.62,PH,1692497756
543,tregunc,47.85,-3.85,16.33,93,3,1.9,FR,1692497756
544,biloela,-24.4167,150.5,22.54,26,0,5.06,AU,1692497757
545,taoudenni,22.6783,-3.9836,32.52,29,15,1.13,ML,1692497757
546,cedeira,43.6797,-8.0209,18.54,85,7,0.3,ES,1692497757
547,deniliquin,-35.5333,144.9667,15.39,62,100,3.61,AU,1692497758
548,sinnar,13.5691,33.5672,27.36,68,100,3.44,SD,1692497758
549,pitimbu,-7.4706,-34.8086,23.33,85,33,2.17,BR,1692497758
550,nogliki,51.8333,143.1667,23.69,57,10,7.04,RU,1692497759
551,island harbour,50.724,-1.2758,17.48,96,0,3.96,GB,1692497759
552,claveria,18.6074,121.0832,30.48,67,11,1.3,PH,1692497759
553,malangali,-8.5667,34.85,14.53,64,5,3.55,TZ,1692497759
554,smara,26.7384,-11.6719,30.45,44,100,2.63,EH,1692497760
555,ocean shores,46.9737,-124.1563,22.43,79,0,3.13,US,1692497760
556,robinson,31.4677,-97.1147,35.85,33,0,3.09,US,1692497761
557,laguna,38.421,-121.4238,34.69,47,0,5.14,US,1692497761
558,cole harbour,44.6724,-63.4751,17.77,90,64,4.63,CA,1692497462
559,alesund,62.4723,6.1549,19.07,87,100,3.09,NO,1692497762
560,williston,48.147,-103.618,18.41,56,100,3.75,US,1692497761
561,rudbar,30.15,62.6,26.74,20,0,2.84,AF,1692497480
562,torata,-17.0769,-70.8433,14.28,33,0,0.8,PE,1692497763
563,richmond,37.5538,-77.4603,22.03,78,20,0.0,US,1692497346
564,vanino,49.0869,140.2543,27.76,35,41,3.44,RU,1692497764
565,kamina,-8.7386,24.9906,19.14,39,50,1.51,CD,1692497764
566,nongpoh,25.9,91.8833,25.76,94,100,0.53,IN,1692497765
567,akureyri,65.6835,-18.0878,8.96,87,0,0.0,IS,1692497765
568,crane,31.3974,-102.3501,31.87,20,0,4.8,US,1692497766
569,camarinas,43.1311,-9.1817,16.07,87,4,2.04,ES,1692497766
570,yambio,4.5721,28.3955,19.3,89,8,0.64,SS,1692497767
571,naze,28.3667,129.4833,28.51,85,100,4.8,JP,1692497767
572,santa terezinha,-29.9002,-50.0904,13.1,68,59,2.05,BR,1692497768
573,villa gesell,-37.2639,-56.973,7.81,65,11,12.58,AR,1692497768
574,onguday,50.75,86.15,14.82,72,18,0.57,RU,1692497768
575,nkowakowa,-23.8878,30.2871,14.99,84,38,1.2,ZA,1692497768
